,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
2613,Honda,2008,Nigerian Used,112821,2400,Petrol,Automatic,"1,680,000",
2614,Honda,2007,Foreign Used,241906,3500,Petrol,Automatic,"2,205,000",
2615,Toyota,2007,Nigerian Used,193118,1800,Petrol,Automatic,"1,785,000",
2616,Honda,2010,Nigerian Used,201773,2400,Petrol,Automatic,"1,995,000",
2617,Mazda,2004,Nigerian Used,66195,3000,Hybrid,Automatic,"1,627,500",
2618,Toyota,2007,Nigerian Used,405344,1800,Petrol,Automatic,"2,392,000",
2619,Lexus,2007,Foreign Used,95376,35,Petrol,Automatic,"4,500,000",
2620,Toyota,2000,Nigerian Used,145353,3000,Petrol,Automatic,"1,260,000",
2621,Ford,2016,Foreign Used,43369,2000,Petrol,Automatic,"2,677,500",
2622,Honda,,,59889,,,Automatic,"4,882,000",
2623,Toyota,2006,Nigerian Used,41446,1800,Petrol,Automatic,"1,890,000",
2624,Toyota,2003,Nigerian Used,189521,2000,Petrol,Automatic,"1,890,000",
2625,Mazda,2008,Foreign Used,131100,2000,Petrol,Automatic,"1,732,500",
2626,Toyota,,,195134,,,Automatic,"1,242,000",
2627,Toyota,2007,Nigerian Used,194171,2400,Petrol,Automatic,"1,890,000",
2628,Toyota,2007,Nigerian Used,223493,3500,Hybrid,Automatic,"2,100,000",SUV
2629,Toyota,2007,Nigerian Used,173743,1800,Petrol,Automatic,"2,496,000",
2630,Mazda,2008,Foreign Used,185577,2300,Petrol,Automatic,"2,835,000",SUV
2631,Mercedes-Benz,2006,Nigerian Used,218669,3500,Petrol,Automatic,"1,942,500",
2632,Toyota,2003,Nigerian Used,140360,1800,Petrol,Automatic,"1,570,000",
2633,Toyota,2007,Nigerian Used,208115,3500,Petrol,Automatic,"1,890,000",
2634,Honda,2013,Nigerian Used,68902,2500,Petrol,Automatic,"3,570,000",
2635,Toyota,2004,Nigerian Used,183623,1800,Petrol,Automatic,"1,785,000",
2636,Honda,2008,Foreign Used,149205,2400,Petrol,Automatic,"2,835,000",
2637,Hyundai,2007,Nigerian Used,232881,2400,Petrol,Automatic,"1,664,000",
2638,Toyota,2007,Nigerian Used,153653,1800,Petrol,Automatic,"2,496,000",
2639,Toyota,2007,Nigerian Used,234664,1800,Petrol,Automatic,"1,942,500",
2640,Mercedes-Benz,,,161294,,,Automatic,"2,832,500",
2641,Honda,2007,Nigerian Used,186435,2400,Petrol,Automatic,"2,310,000",SUV
2642,Mitsubishi,2001,Nigerian Used,285619,3000,Petrol,Automatic,"1,155,000",SUV
2643,Mercedes-Benz,2006,Nigerian Used,81393,5000,Petrol,Automatic,"2,625,000",
2644,Toyota,,,298063,,,Automatic,"2,866,000",
2645,Hyundai,2007,Nigerian Used,217009,2000,Petrol,Automatic,"1,575,000",
2646,Toyota,2007,Nigerian Used,193118,1800,Petrol,Automatic,"1,785,000",
2647,Toyota,2007,Nigerian Used,256997,3500,Petrol,Automatic,"1,890,000",
2648,Toyota,2003,Nigerian Used,170808,3000,Petrol,Automatic,"1,365,000",
2649,Honda,2008,Nigerian Used,112821,2400,Petrol,Automatic,"1,680,000",
2650,Honda,2010,Nigerian Used,201773,2400,Petrol,Automatic,"1,995,000",
2651,Toyota,2008,Nigerian Used,115759,1800,Petrol,Automatic,"1,785,000",
2652,Toyota,2006,Nigerian Used,60872,1800,Petrol,Automatic,"1,995,000",
2653,Toyota,2003,Nigerian Used,218717,2000,Petrol,Automatic,"1,768,000",SUV
2654,Honda,2008,Nigerian Used,80737,2400,Petrol,Automatic,"1,872,000",
2655,Toyota,2004,Nigerian Used,401581,1800,Petrol,Automatic,"1,976,000",
2656,Toyota,2004,Nigerian Used,47254,1800,Petrol,Automatic,"2,288,000",
2657,Toyota,2004,Nigerian Used,97789,3000,Petrol,Automatic,"1,456,000",
2658,Lexus,2013,Nigerian Used,173409,3500,Petrol,Automatic,"8,400,000",SUV
2659,Honda,2007,Nigerian Used,321629,3300,Petrol,Automatic,"2,288,000",
2660,Ford,2001,Nigerian Used,160604,1600,Petrol,Manual,"1,260,000",
2661,Toyota,2006,Nigerian Used,60872,1800,Petrol,Automatic,"1,995,000",
2662,Toyota,2004,Nigerian Used,164108,1800,Petrol,Automatic,"1,785,000",
2663,Citroen,2006,Nigerian Used,362319,1800,Diesel,Manual,"1,260,000",
2664,Honda,2007,Nigerian Used,186435,2400,Petrol,Automatic,"2,310,000",SUV
2665,Toyota,2002,Nigerian Used,52855,2400,Petrol,Automatic,"1,248,000",
2666,Chevrolet,2014,Nigerian Used,97737,1500,Petrol,Manual,"1,050,000",
2667,Mercedes-Benz,2007,Nigerian Used,240010,3500,Petrol,Automatic,"1,995,000",
2668,Mercedes-Benz,,,47478,,,Automatic,"10,090,000",
2669,Toyota,2002,Nigerian Used,298588,2400,Petrol,Automatic,"1,456,000",
2670,Toyota,2008,Nigerian Used,265047,2400,Petrol,Automatic,"2,100,000",
2671,Honda,2008,Foreign Used,149205,2400,Petrol,Automatic,"2,835,000",
2672,Hyundai,2006,Nigerian Used,368863,3300,Petrol,Automatic,"1,352,000",
2673,Toyota,2004,Nigerian Used,183623,1800,Petrol,Automatic,"1,785,000",
2674,Nissan,2009,Nigerian Used,95473,1600,Petrol,CVT,"3,150,000",
2675,Lexus,2008,Foreign Used,169765,3500,Petrol,Automatic,"5,928,000",SUV
2676,Nissan,2001,Nigerian Used,254983,3500,Petrol,Automatic,"1,050,000",SUV
2677,Nissan,2010,Foreign Used,169794,2500,Petrol,CVT,"2,520,000",
2678,Toyota,2003,Nigerian Used,440014,2400,Petrol,Automatic,"1,365,000",
2679,Infiniti,2004,Nigerian Used,102584,3500,Petrol,Automatic,"1,768,000",SUV
2680,Ford,2007,Nigerian Used,192111,3500,Petrol,Automatic,"1,732,500",SUV
2681,Hyundai,2010,Nigerian Used,166941,1600,Petrol,Automatic,"1,785,000",
2682,Mercedes-Benz,2007,Nigerian Used,301871,35,Petrol,Automatic,"2,100,000",
2683,Nissan,,,202124,,,Manual,"1,130,000",
2684,Honda,2008,Nigerian Used,152837,2400,Petrol,Automatic,"1,872,000",
2685,Toyota,2009,Nigerian Used,110826,2500,Petrol,Automatic,"1,785,000",
2686,Mitsubishi,2001,Nigerian Used,285619,3000,Petrol,Automatic,"1,155,000",SUV
2687,Volkswagen,2009,Foreign Used,164675,4000,Petrol,Automatic,"3,990,000",
2688,Toyota,2009,Nigerian Used,110821,1800,Petrol,Automatic,"2,600,000",
2689,Acura,2005,Nigerian Used,111304,3500,Petrol,Automatic,"1,155,000",SUV
2690,Mercedes-Benz,2008,Nigerian Used,188651,3000,Petrol,Automatic,"2,660,000",
2691,Kia,2014,Nigerian Used,41655,1400,Petrol,Automatic,"1,976,000",
2692,Toyota,2000,Nigerian Used,346056,3400,Petrol,Automatic,"1,260,000",
2693,Toyota,2006,Nigerian Used,7086,1800,Petrol,Automatic,"2,860,000",
2694,Ford,2005,Nigerian Used,166747,2000,Petrol,Automatic,"1,250,000",SUV
2695,Acura,2001,Nigerian Used,,3500,Petrol,Automatic,"1,687,500",SUV
2696,Honda,,,30019,,,Automatic,"5,050,000",
2697,Toyota,2007,Nigerian Used,397695,2400,Petrol,Automatic,"1,659,000",
2698,Mercedes-Benz,,,1445,,,Automatic,"8,970,000",
2699,BMW,2007,Nigerian Used,316930,3000,Petrol,Automatic,"2,415,000",SUV
2700,BMW,2008,Foreign Used,248853,3000,Petrol,Automatic,"5,250,000",SUV
2701,Ford,2005,Nigerian Used,166747,2000,Petrol,Automatic,"1,250,000",SUV
2702,Toyota,2003,Nigerian Used,187554,1800,Petrol,Automatic,"1,680,000",
2703,Toyota,2005,Nigerian Used,156976,2400,Petrol,Automatic,"1,575,000",
2704,Kia,2013,Nigerian Used,69795,1600,Petrol,Manual,"1,365,000",
2705,Mercedes-Benz,2005,Foreign Used,8872,2600,Petrol,Automatic,"2,912,000",
2706,Toyota,2004,Nigerian Used,233277,3300,Petrol,Automatic,"2,756,000",
2707,Honda,2008,Nigerian Used,152837,2400,Petrol,Automatic,"1,872,000",
2708,Ford,2011,Nigerian Used,,,Petrol,Manual,"7,350,000",
2709,Mercedes-Benz,2003,Nigerian Used,294842,3200,Petrol,Automatic,"2,625,000",
2710,Honda,2008,Nigerian Used,158512,3500,Petrol,Automatic,"2,808,000",SUV
2711,Honda,,,306026,,,Automatic,"3,057,500",
2712,BMW,2007,Nigerian Used,316930,3000,Petrol,Automatic,"2,415,000",SUV
2713,Ford,2001,Nigerian Used,160604,1600,Petrol,Manual,"1,260,000",
2714,Mercedes-Benz,,,101479,,,Automatic,"2,922,000",
2715,Honda,2014,Nigerian Used,124670,2400,Petrol,Automatic,"3,675,000",
2716,Toyota,2003,Nigerian Used,440014,2400,Petrol,Automatic,"1,365,000",
2717,Toyota,2005,Foreign Used,409781,3500,Petrol,Automatic,"3,045,000",
2718,Ford,2014,Nigerian Used,145088,2400,Petrol,Automatic,"2,940,000",SUV
2719,Toyota,2004,Nigerian Used,97789,3000,Petrol,Automatic,"1,456,000",
2720,Honda,2009,Nigerian Used,121175,2500,Petrol,Automatic,"2,080,000",
2721,Jeep,,,247522,,,Automatic,"1,466,000",
2722,Citroen,2006,Nigerian Used,362319,1800,Diesel,Manual,"1,260,000",
2723,Toyota,2008,Foreign Used,165670,2000,Petrol,Automatic,"2,940,000",
2724,Kia,2017,Nigerian Used,42530,1600,Petrol,Automatic,"4,200,000",
2725,Honda,2008,Nigerian Used,80159,2400,Petrol,Automatic,"1,470,000",
2726,Mercedes-Benz,,,1445,,,Automatic,"8,970,000",
2727,Toyota,2004,Nigerian Used,210981,3000,Petrol,Automatic,"1,680,000",
2728,Toyota,2008,Nigerian Used,265047,2400,Petrol,Automatic,"2,100,000",
2729,Chevrolet,2014,Nigerian Used,97737,1500,Petrol,Manual,"1,050,000",
2730,Honda,2009,Nigerian Used,156831,2400,Petrol,Automatic,"1,785,000",
2731,Mercedes-Benz,2003,Nigerian Used,,3500,Petrol,Automatic,"1,560,000",
2732,Honda,2009,Nigerian Used,157472,1800,Petrol,Automatic,"1,976,000",
2733,Ford,2007,Nigerian Used,192111,3500,Petrol,Automatic,"1,732,500",SUV
2734,Toyota,2004,Nigerian Used,347321,2400,Petrol,Automatic,"1,820,000",
2735,Honda,2009,Nigerian Used,207303,2400,Petrol,Automatic,"1,680,000",
2736,Kia,2018,Nigerian Used,22794,20,Petrol,Automatic,"4,200,103",
2737,Toyota,2008,Nigerian Used,107092,1800,Petrol,Automatic,"2,100,000",
2738,Toyota,2013,Nigerian Used,111327,2000,Petrol,Automatic,"3,536,000",
2739,BMW,2010,Foreign Used,269261,3000,Petrol,Automatic,"3,360,000",
2740,Lexus,2008,Nigerian Used,62887,45000,Petrol,Automatic,"2,625,000",
2741,Toyota,2002,Nigerian Used,291483,1800,Petrol,Automatic,"1,352,000",
2742,Toyota,2007,Nigerian Used,397695,2400,Petrol,Automatic,"1,659,000",
2743,Toyota,2004,Nigerian Used,318222,3000,Petrol,Automatic,"1,352,000",
2744,Toyota,2010,Foreign Used,175073,2500,Petrol,Automatic,"4,160,000",
2745,Toyota,2002,Nigerian Used,435249,3000,Petrol,Automatic,"1,260,000",
2746,Toyota,2006,Foreign Used,190936,1800,Petrol,Automatic,"3,150,000",
2747,Volkswagen,2012,Nigerian Used,122318,3500,Petrol,Automatic,"3,120,000",
2748,Toyota,2009,Nigerian Used,110821,1800,Petrol,Automatic,"2,600,000",
2749,Toyota,2005,Nigerian Used,156226,2400,Petrol,Automatic,"1,575,000",
2750,Honda,,,,,,,"28,800,000",
2751,Honda,2009,Nigerian Used,125470,200,Petrol,Automatic,"2,080,000",
2752,Toyota,2008,Nigerian Used,126075,1600,Petrol,Automatic,"1,785,000",
2753,Lexus,2004,Nigerian Used,105915,3300,Petrol,Automatic,"1,575,000",
2754,Mitsubishi,2010,Nigerian Used,136376,3500,Petrol,Automatic,"3,675,000",SUV
2755,Toyota,2005,Foreign Used,174899,1800,Petrol,Automatic,"2,940,000",
2756,Mercedes-Benz,2008,Nigerian Used,160135,3000,Petrol,Automatic,"3,360,000",
2757,Toyota,2006,Nigerian Used,101652,2400,Petrol,Automatic,"2,712,000",
2758,Nissan,2006,Nigerian Used,24705,3000,Petrol,Automatic,"1,575,000",
2759,Toyota,,,,,,,"6,700,000",
2760,Acura,2005,Nigerian Used,111304,3500,Petrol,Automatic,"1,155,000",SUV
2761,Honda,2007,Nigerian Used,110491,3500,Petrol,Automatic,"2,600,000",
2762,Nissan,2003,Nigerian Used,210314,3300,Petrol,Automatic,"1,050,000",SUV
2763,Toyota,2005,Nigerian Used,181824,2400,Petrol,Automatic,"1,575,000",
2764,Jaguar,2017,Foreign Used,31339,2000,Petrol,Automatic,"11,075,000",
2765,Lexus,2007,Foreign Used,89548,3500,Petrol,Automatic,"4,200,000",
2766,Toyota,2009,Nigerian Used,110826,2500,Petrol,Automatic,"1,785,000",
2767,Hyundai,2012,Foreign Used,136531,3300,Petrol,Automatic,"5,775,000",
2768,Honda,2006,Nigerian Used,293522,2400,Petrol,Automatic,"1,560,000",
2769,Ford,2009,Nigerian Used,210344,2000,Petrol,Automatic,"2,625,000",
2770,Mercedes-Benz,2010,Foreign Used,83411,3500,Petrol,Automatic,"8,550,000",SUV
2771,Toyota,1998,Nigerian Used,383035,2200,Petrol,Automatic,"1,352,000",
2772,Toyota,2002,Nigerian Used,509793,3000,Petrol,Automatic,"2,288,000",
2773,Volkswagen,2007,Foreign Used,56676,2500,Petrol,Manual,"2,100,000",
2774,Toyota,,,59776,,,Automatic,"7,290,000",
2775,Toyota,,,125804,,,Automatic,"4,658,000",
2776,Honda,2012,Nigerian Used,119096,2400,Petrol,Automatic,"2,496,000",
2777,Honda,,,200456,,,Automatic,"1,242,000",
2778,Acura,2010,Nigerian Used,205118,2500,Petrol,Automatic,"2,625,000",
2779,Honda,,,30019,,,Automatic,"5,050,000",
2780,Lexus,2000,Nigerian Used,368725,3000,Petrol,Automatic,"1,365,000",SUV
2781,Kia,2013,Nigerian Used,123093,1400,Petrol,Manual,"1,560,000",
2782,Volkswagen,2011,Nigerian Used,157863,2000,Petrol,Automatic,"2,520,000",
2783,Kia,2014,Nigerian Used,92872,1600,Petrol,Automatic,"1,680,000",
2784,Toyota,2005,Nigerian Used,140282,1800,Petrol,Automatic,"1,976,000",
2785,Ford,2004,Nigerian Used,102447,4000,Petrol,Automatic,"1,365,000",
2786,Toyota,2008,Nigerian Used,155728,2400,Petrol,Automatic,"2,300,000",
2787,Ford,2012,Nigerian Used,115780,2000,Petrol,Automatic,"3,150,000",SUV
2788,Honda,2008,Nigerian Used,204455,2400,Petrol,Automatic,"1,872,000",
2789,Honda,2004,Nigerian Used,,2400,Petrol,Automatic,"1,508,000",
2790,Volvo,2002,Foreign Used,232639,2100,Petrol,Automatic,"2,100,000",
2791,Jaguar,2006,Nigerian Used,276260,3000,Petrol,Automatic,"1,575,000",
2792,Mercedes-Benz,2006,Foreign Used,249197,2500,Petrol,Automatic,"2,808,000",
2793,Volkswagen,2009,Foreign Used,118671,2000,Petrol,Automatic,"3,675,000",
2794,Toyota,2008,Nigerian Used,159530,35,Petrol,Automatic,"2,415,000",
2795,Toyota,2008,Nigerian Used,388859,1800,Petrol,Manual,"2,080,000",
2796,Volkswagen,,,173366,,,Manual,"2,474,000",
2797,Toyota,2001,Nigerian Used,288909,3300,Petrol,Automatic,"1,260,000",SUV
2798,Honda,2013,Nigerian Used,95256,2400,Petrol,Automatic,"3,675,000",
2799,Toyota,2016,Foreign Used,80497,1800,Petrol,Automatic,"6,864,000",
2800,Volkswagen,2010,Nigerian Used,124527,2000,Petrol,Automatic,"3,990,000",
2801,Hyundai,2008,Nigerian Used,302071,2000,Petrol,Automatic,"1,664,000",
2802,Toyota,2005,Nigerian Used,123331,2000,Petrol,Manual,"1,785,000",SUV
2803,Honda,2008,Nigerian Used,131431,2400,Petrol,Automatic,"1,470,000",
2804,Honda,2007,Nigerian Used,79524,2500,Petrol,Automatic,"1,612,000",
2805,Toyota,2005,Nigerian Used,123331,2000,Petrol,Manual,"1,785,000",SUV
2806,Toyota,2008,Foreign Used,242748,3500,Petrol,Automatic,"4,275,000",SUV
2807,Honda,2008,Nigerian Used,131431,2400,Petrol,Automatic,"1,470,000",
2808,Volkswagen,2011,Nigerian Used,75226,2500,Petrol,Automatic,"2,205,000",
2809,Mercedes-Benz,,,128725,,,Automatic,"1,914,000",
2810,Hyundai,,,81753,,,Automatic,"2,586,000",
2811,Hyundai,2008,Nigerian Used,302071,2000,Petrol,Automatic,"1,664,000",
2812,BMW,2013,Foreign Used,167237,2000,Petrol,Automatic,"10,500,000",SUV
2813,Kia,2011,Nigerian Used,111136,1600,Petrol,Manual,"1,365,000",
2814,Honda,2007,Nigerian Used,79524,2500,Petrol,Automatic,"1,612,000",
2815,Toyota,,,86278,,,Automatic,"5,610,000",
2816,Honda,2006,Nigerian Used,262966,2400,Petrol,Automatic,"2,600,000",
2817,Nissan,2001,Nigerian Used,230637,3500,Petrol,Automatic,"1,248,000",SUV
2818,Toyota,2000,Nigerian Used,239552,3600,Petrol,Automatic,"1,352,000",
2819,Nissan,1997,Nigerian Used,201847,3300,Petrol,Automatic,"1,050,000",SUV
2820,Honda,2009,Nigerian Used,157472,1800,Petrol,Automatic,"1,976,000",
2821,Toyota,2005,Nigerian Used,156226,2400,Petrol,Automatic,"1,575,000",
2822,Honda,2003,Nigerian Used,194620,2400,Petrol,Automatic,"1,575,000",SUV
2823,Ford,2009,Nigerian Used,210344,2000,Petrol,Automatic,"2,625,000",
2824,Mercedes-Benz,2011,Nigerian Used,123550,3000,Diesel,Automatic,"2,100,000",
2825,Honda,,,200456,,,Automatic,"1,242,000",
2826,Honda,2007,Nigerian Used,110491,3500,Petrol,Automatic,"2,600,000",
2827,Volvo,2002,Foreign Used,232639,2100,Petrol,Automatic,"2,100,000",
2828,Kia,2010,Nigerian Used,233464,2000,Petrol,Automatic,"1,470,000",
2829,Toyota,2005,Nigerian Used,173589,1800,Petrol,Automatic,"1,680,000",
2830,Volvo,,,157881,,,Automatic,"1,354,000",
2831,Honda,2007,Nigerian Used,173839,3500,Petrol,Automatic,"1,260,000",
2832,Nissan,2003,Nigerian Used,210314,3300,Petrol,Automatic,"1,050,000",SUV
2833,Volkswagen,2008,Nigerian Used,99616,2000,Petrol,Automatic,"1,560,000",
2834,Honda,2004,Nigerian Used,255681,3500,Petrol,Automatic,"1,260,000",SUV
2835,Honda,2010,Nigerian Used,79733,2400,Petrol,Automatic,"1,995,000",SUV
2836,BMW,2006,Foreign Used,156178,35000,Petrol,Automatic,"2,625,000",
2837,Honda,2003,Nigerian Used,352699,1800,Petrol,Automatic,"1,248,000",
2838,Nissan,2009,Nigerian Used,114625,1800,Petrol,Automatic,"1,470,000",
2839,Toyota,2005,Nigerian Used,391386,1800,Petrol,Automatic,"1,680,000",
2840,Toyota,,,196771,,,Automatic,"3,706,000",
2841,Lexus,2015,Nigerian Used,125309,3500,Petrol,Automatic,"10,500,000",SUV
2842,Honda,2004,Nigerian Used,282037,24000,Petrol,Automatic,"1,352,000",
2843,Volkswagen,2008,Nigerian Used,99616,2000,Petrol,Automatic,"1,560,000",
2844,Kia,2014,Nigerian Used,132988,1600,Petrol,Automatic,"1,680,000",
2845,Honda,2007,Nigerian Used,104005,3000,Petrol,Automatic,"1,768,000",
2846,Toyota,2003,Nigerian Used,234999,1800,Petrol,Automatic,"1,470,000",
2847,Honda,2004,Nigerian Used,168872,2400,Petrol,Automatic,"1,300,000",
2848,Mercedes-Benz,2007,Nigerian Used,244307,3500,Petrol,Automatic,"2,625,000",SUV
2849,Volvo,,,157881,,,Automatic,"1,354,000",
2850,Volvo,2005,Nigerian Used,162749,2900,Petrol,Automatic,"2,080,000",SUV
2851,Lexus,2002,Nigerian Used,151015,3000,Petrol,Automatic,"1,837,500",
2852,Toyota,2005,Nigerian Used,353456,3300,Petrol,Automatic,"1,575,000",
2853,Peugeot,2012,Nigerian Used,67010,1400,Petrol,Automatic,"2,730,000",
2854,Toyota,2008,Nigerian Used,245671,1800,Petrol,Automatic,"1,680,000",
2855,Toyota,2000,Nigerian Used,239552,3600,Petrol,Automatic,"1,352,000",
2856,Volkswagen,2013,Nigerian Used,82637,2500,Petrol,Automatic,"2,808,000",
2857,Toyota,2007,Nigerian Used,440476,3500,Petrol,Automatic,"1,890,000",
2858,Toyota,2003,Nigerian Used,464367,2400,Petrol,Automatic,"1,470,000",
2859,Mercedes-Benz,2008,Nigerian Used,160135,3000,Petrol,Automatic,"3,360,000",
2860,Toyota,2006,Nigerian Used,312900,1600,Petrol,Automatic,"1,785,000",
2861,Toyota,2005,Nigerian Used,197280,1800,Petrol,Automatic,"1,890,000",
2862,BMW,2006,Nigerian Used,9157,2500,Petrol,Automatic,"2,415,000",
2863,BMW,2008,Nigerian Used,,3000,Petrol,Automatic,"2,625,000",
2864,Lexus,,,67845,,,Automatic,"1,578,000",
2865,Toyota,2003,Nigerian Used,224344,2400,Petrol,Automatic,"1,275,000",
2866,Suzuki,2008,Nigerian Used,86291,2000,Petrol,Automatic,"1,365,000",
2867,BMW,2006,Foreign Used,156178,35000,Petrol,Automatic,"2,625,000",
2868,Toyota,2003,Nigerian Used,151529,1800,Petrol,Automatic,"1,820,000",
2869,BMW,2012,Nigerian Used,241521,2000,Petrol,Automatic,"5,775,000",
2870,Toyota,,,125804,,,Automatic,"4,658,000",
2871,Honda,2010,Nigerian Used,93048,3500,Petrol,Automatic,"2,415,000",
2872,Honda,2006,Nigerian Used,288588,2400,Petrol,Automatic,"1,560,000",
2873,Toyota,2008,Nigerian Used,90719,1800,Petrol,Automatic,"2,940,000",
2874,Volkswagen,2009,Foreign Used,118671,2000,Petrol,Automatic,"3,675,000",
2875,Honda,2003,Nigerian Used,352699,1800,Petrol,Automatic,"1,248,000",
2876,Volvo,2000,Foreign Used,335709,2000,Petrol,Automatic,"1,617,000",
2877,Volvo,2006,Foreign Used,444171,2500,Petrol,Automatic,"2,625,000",
2878,Kia,2008,Nigerian Used,175075,1600,Petrol,Automatic,"1,075,000",
2879,Opel,2003,Foreign Used,258357,2200,Petrol,Manual,"1,575,000",
2880,Toyota,2002,Nigerian Used,151278,2400,Petrol,Automatic,"1,612,000",
2881,Nissan,2001,Nigerian Used,230637,3500,Petrol,Automatic,"1,248,000",SUV
2882,BMW,2006,Nigerian Used,291386,3500,Petrol,Automatic,"2,625,000",
2883,BMW,,,136590,,,Automatic,"8,410,000",
2884,Volvo,2008,Nigerian Used,176452,3200,Petrol,Automatic,"2,600,000",SUV
2885,BMW,2007,Nigerian Used,140628,1600,Petrol,Manual,"2,100,000",
2886,Honda,2007,Nigerian Used,143050,2400,Petrol,Automatic,"2,912,000",SUV
2887,Hyundai,,,81753,,,Automatic,"2,586,000",
2888,Hyundai,2012,Nigerian Used,92250,1800,Petrol,Automatic,"1,890,000",
2889,Nissan,2010,Nigerian Used,204318,2500,Petrol,Automatic,"1,575,000",
2890,Volkswagen,2007,Foreign Used,185177,2500,Petrol,Automatic,"2,310,000",
2891,Nissan,2004,Nigerian Used,395355,3500,Petrol,Automatic,"1,050,000",SUV
2892,BMW,2014,Nigerian Used,89120,3000,Petrol,Automatic,"11,550,000",
2893,Toyota,2004,Nigerian Used,54348,2700,Petrol,Automatic,"1,785,000",
2894,BMW,2007,Nigerian Used,166680,3000,Petrol,Automatic,"3,150,000",
2895,Honda,2007,Nigerian Used,173853,2400,Petrol,Automatic,"1,716,000",
2896,Volkswagen,,,173366,,,Manual,"2,474,000",
2897,Toyota,2006,Nigerian Used,101652,2400,Petrol,Automatic,"2,712,000",
2898,Toyota,2005,Nigerian Used,160932,1800,Petrol,Automatic,"1,575,000",
2899,BMW,2013,Foreign Used,39882,4400,Petrol,Automatic,"15,750,000",
2900,Honda,2012,Nigerian Used,148369,3500,Petrol,Automatic,"1,575,000",
2901,Honda,2006,Nigerian Used,262966,2400,Petrol,Automatic,"2,600,000",
2902,Volkswagen,,,200615,,,Automatic,"1,354,000",
2903,BMW,2009,Nigerian Used,94039,35000,Petrol,Automatic,"2,415,000",
2904,Honda,2007,Nigerian Used,355958,3000,Petrol,Automatic,"1,207,500",
2905,Toyota,2007,Nigerian Used,169586,1800,Petrol,Automatic,"1,785,000",
2906,Toyota,2002,Nigerian Used,149803,3000,Petrol,Automatic,"1,456,000",
2907,Mercedes-Benz,2010,Foreign Used,83411,3500,Petrol,Automatic,"8,550,000",SUV
2908,Toyota,2012,Foreign Used,285139,2500,Petrol,Automatic,"5,460,000",
2909,Toyota,2001,Nigerian Used,149024,3000,Petrol,Automatic,"1,456,000",
2910,Mercedes-Benz,2008,Nigerian Used,357590,3000,Petrol,Automatic,"2,835,000",
2911,Honda,2006,Nigerian Used,288588,2400,Petrol,Automatic,"1,560,000",
2912,Mercedes-Benz,2006,Nigerian Used,256884,2000,Petrol,Automatic,"1,575,000",
2913,BMW,2008,Foreign Used,315903,3000,Petrol,Automatic,"3,465,000",
2914,Honda,2007,Nigerian Used,355958,3000,Petrol,Automatic,"1,207,500",
2915,Hyundai,2006,Nigerian Used,242966,2700,Petrol,Automatic,"1,260,000",SUV
2916,Toyota,1999,Nigerian Used,141093,3000,Petrol,Automatic,"1,155,000",
2917,BMW,2010,Foreign Used,280474,3000,Petrol,Automatic,"5,250,000",SUV
2918,BMW,2012,Foreign Used,113252,3000,Petrol,Automatic,"4,410,000",
2919,Toyota,2002,Nigerian Used,345731,3000,Petrol,Automatic,"1,768,000",
2920,Honda,2003,Nigerian Used,143913,2400,Petrol,Automatic,"1,352,000",
2921,Volvo,2007,Nigerian Used,258928,3200,Petrol,Automatic,"2,835,000",SUV
2922,Hyundai,2007,Foreign Used,167006,1600,Petrol,Automatic,"1,575,000",
2923,Suzuki,,,109836,,,Automatic,"1,707,500",
2924,Toyota,2008,Nigerian Used,168000,1400,Petrol,Manual,"1,680,000",
